Message,ID,ProviderName,LogName,MachineName,TimeCreated,ContainerLog,LevelDisplayName,CreatedDate
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,AWSDBSQ50PV,2025-11-14 09:20:10,System,Warning,2025-11-14 09:37:48.657000000
The processing of Group Policy failed. Windows attempted to retrieve new Group Policy settings for this user or computer. Look in the details tab for error code and description. Windows will automatically retry this operation at the next refresh cycle. Computers joined to the domain must have proper name resolution and network connectivity to a domain controller for discovery of new Group Policy objects and settings. An event will be logged when Group Policy is successful.,1030,Microsoft-Windows-GroupPolicy,System,HC1DBSQ60PV,2025-11-14 23:53:57,System,Error,2025-11-14 09:37:48.653000000
An error occurred while using SSL configuration for endpoint 0.0.0.0:5986.  The error status code is contained within the returned data.,15021,Microsoft-Windows-HttpEvent,System,HC1DBSQ90PV,2025-11-14 02:47:05,System,Error,2025-11-14 09:37:48.657000000
A service process other than the one launched by the Service Control Manager connected when starting the AmazonCloudWatchAgent service.  The Service Control Manager launched process 4408 and process 9048 connected instead.  Note that if this service is configured to start under a debugger this behavior is expected.,7039,Service Control Manager,System,AWSDBSQ48PV,2025-11-14 15:13:00,System,Warning,2025-11-14 09:37:48.657000000
Current server is unaccessible switching to a failover host; current='dr1siem22p.thecarlylegroup.local' failover='awssiem1pv.thecarlylegroup.local',206,syslog-ng Agent,Application,AWSDBSQ48PV,2025-11-14 20:02:59,Application,Warning,2025-11-14 09:37:48.660000000
The browser service was unable to retrieve a list of servers from the browser master \\HC1DBSQ90DV on the network \Device\NetBT_Tcpip_{7584C56A-E2FA-44C3-808B-D05891E6EF80}.  Browser master: \\HC1DBSQ90DV Network: \Device\NetBT_Tcpip_{7584C56A-E2FA-44C3-808B-D05891E6EF80}  This event may be caused by a temporary loss of network connectivity. If this message appears again verify that the server is still connected to the network. The return code is in the Data text box.,8021,BROWSER,System,HC1DBSQ39PV,2025-11-14 05:25:34,System,Warning,2025-11-14 09:37:48.660000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,HC1DBSQ35PV,2025-11-14 23:09:24,System,Error,2025-11-14 09:37:48.660000000
Volume Shadow Copy Service error: Unexpected error calling routine ConvertStringSidToSid(S-1-5-21-515967899-1580436667-839522115-12197.bak).  hr = 0x80070539 The security ID structure is invalid.. Operation:   OnIdentify event   Gathering Writer DataContext:   Execution Context: Shadow Copy Optimization Writer   Writer Class Id: {4dc3bdd4-ab48-4d07-adb0-3bee2926fd7f}   Writer Name: Shadow Copy Optimization Writer   Writer Instance ID: {fe42b731-23f0-4705-8ded-e899163c1ce7},8193,VSS,Application,AWSDBSQ51PV,2025-11-14 23:40:25,Application,Error,2025-11-14 09:37:48.660000000
Certificate for local system with Thumbprint e8 ec f8 55 dd 68 ea 52 69 0e 20 0e ef af 9d a6 6a 0b 73 9c is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ35PV,2025-11-14 23:09:38,Application,Warning,2025-11-14 09:37:48.660000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ54PV,2025-11-14 12:27:57,System,Warning,2025-11-14 09:37:48.660000000
The machine LX1APDS01PV attempted to join the domain thecarlylegroup.local but failed. The error code was 2732.,4101,NetJoin,System,LX1APDS01PV,2025-11-14 14:24:36,System,Error,2025-11-14 09:37:48.663000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,AWSDBSQ48PV,2025-11-14 22:51:39,System,Warning,2025-11-14 09:37:48.663000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  LDAP/HC1DCRT2PV.TCG.com/TCG.com@TCG.COM  with error code "The referenced account is currently disabled and may not be logged on to. (0xc0000072)". Authentication was denied.,6038,LsaSrv,System,HC1DBSQ45PV,2025-11-14 20:17:42,system,Warning,2025-11-14 09:37:48.663000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  ldap/la1dccg1p.thecarlylegroup.local/thecarlylegroup.local@THECARLYLEGROUP.LOCAL  with error code "The specified account does not exist. (0xc0000064)". Authentication was denied.,6038,LsaSrv,System,LX1APDS01PV,2025-11-14 14:25:36,System,Warning,2025-11-14 09:37:48.663000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ35PV,2025-11-14 23:09:30,Application,Error,2025-11-14 09:37:48.663000000
The attempt by user TCG\mKarthikeyudu.cw.SQL to logoff computer HC1DBSQ35PV failed,1077,User32,System,HC1DBSQ35PV,2025-11-14 06:00:49,System,Warning,2025-11-14 09:37:48.667000000
The processing of Group Policy failed. Windows could not obtain the name of a domain controller. This could be caused by a name resolution failure. Verify your Domain Name System (DNS) is configured and working correctly.,1054,Microsoft-Windows-GroupPolicy,System,AWSDBSQ48PV,2025-11-14 13:53:30,System,Error,2025-11-14 09:37:48.667000000
Faulting application name: wmiprvse.exe version: 10.0.17763.1 time stamp: 0xdd9b741cFaulting module name: svrenumapi100.dll version: 2007.100.2531.0 time stamp: 0x49cfcbb5Exception code: 0xc0000005Fault offset: 0x00000000000513f6Faulting process id: 0x9184Faulting application start time: 0x01dc550d801ec8f4Faulting application path: C:\WINDOWS\system32\wbem\wmiprvse.exeFaulting module path: C:\Program Files\Microsoft SQL Server\100\Shared\svrenumapi100.dllReport Id: b5053d47-6776-4098-8be1-ea28f0d10465Faulting package full name: Faulting package-relative application ID: ,1000,Application Error,Application,HC1DBSQ90PV,2025-11-14 21:22:19,Application,Error,2025-11-14 09:37:48.667000000
Application 'D:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\fdhost.exe' (pid 4144) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,LX1APDS02PV,2025-11-14 18:36:58,Application,Warning,2025-11-14 09:37:48.667000000
Application 'C:\Windows\System32\wbem\WmiPrvSE.exe' (pid 4516) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,AWSDBSQ62PV,2025-11-14 21:00:21,Application,Warning,2025-11-14 09:37:48.670000000
The server {9AA46009-3CE0-458A-A354-715610A075E6} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ27PV,2025-11-14 03:06:58,System,Error,2025-11-14 09:37:48.670000000
The certificate received from the remote server does not contain the expected name. It is therefore not possible to determine whether we are connecting to the correct server. The server name we were expecting is hc1dbsq21pv. The TLS connection request has failed. The attached data contains the server certificate.,36884,Schannel,System,HC1DBSQ21PV,2025-11-14 18:19:11,System,Error,2025-11-14 09:37:48.670000000
The server {9BA05972-F6A8-11CF-A442-00A0C90A8F39} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,AWSDBSQ48PV,2025-11-14 10:52:35,System,Error,2025-11-14 09:37:48.733000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,LD5AIDBSQ01PV,2025-11-14 01:33:45,System,Warning,2025-11-14 09:37:48.733000000
This computer was not able to set up a secure session with a domain controller in domain CARLYLEDC due to the following: We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential you can sign in with that credential. This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists please contact your domain administrator.  ADDITIONAL INFO If this computer is a domain controller for the specified domain it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise this computer sets up the secure session to any domain controller in the specified domain.,5719,NETLOGON,System,LD5AIDBSQ01PV,2025-11-14 20:21:07,System,Error,2025-11-14 09:37:48.670000000
Certificate for local system with Thumbprint de cc ac 71 09 a0 13 b1 97 13 0a c0 15 1a 76 3a 2b ac d9 f9 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,LD5AIDBSQ01PV,2025-11-14 17:56:07,Application,Warning,2025-11-14 09:37:48.670000000
The browser service was unable to retrieve a list of servers from the browser master \\HC1DBSQ90DV on the network \Device\NetBT_Tcpip_{34E4DDEF-6EBA-4E0F-90F6-1BD3173A3E2B}.  Browser master: \\HC1DBSQ90DV Network: \Device\NetBT_Tcpip_{34E4DDEF-6EBA-4E0F-90F6-1BD3173A3E2B}  This event may be caused by a temporary loss of network connectivity. If this message appears again verify that the server is still connected to the network. The return code is in the Data text box.,8021,BROWSER,System,HC1DBSQ27PV,2025-11-14 03:09:14,System,Warning,2025-11-14 09:37:48.670000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService150,Application,AWSDBSQ62PV,2025-11-14 20:12:15,Application,Warning,2025-11-14 09:37:48.673000000
The SQL Server Launchpad (MSSQLSERVER) service terminated unexpectedly.  It has done this 1 time(s).,7034,Service Control Manager,System,AWSDBSQ62PV,2025-11-14 20:36:57,System,Error,2025-11-14 09:37:48.673000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,LX1APDS01PV,2025-11-14 15:30:48,System,Warning,2025-11-14 09:37:48.673000000
An error occurred while using SSL configuration for endpoint 0.0.0.0:5986.  The error status code is contained within the returned data.,15021,Microsoft-Windows-HttpEvent,System,HC1DBSQ33PV,2025-11-14 02:01:56,System,Error,2025-11-14 09:37:48.673000000
The AwsReplicationPostConvertService service terminated unexpectedly.  It has done this 1 time(s).,7034,Service Control Manager,System,AWSDBSQ48PV,2025-11-14 00:51:28,System,Error,2025-11-14 09:37:48.673000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,HC1DBSQ60PV,2025-11-14 13:01:55,System,Warning,2025-11-14 09:37:48.677000000
The server Microsoft.Windows.Cortana_1.11.6.17763_neutral_neutral_cw5n1h2txyewy!CortanaUI.AppXd4tad4d57t4wtdbnnmb8v2xtzym8c1n8.mca did not register with DCOM within the required timeout.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ36Pv,2025-11-14 23:34:02,System,Error,2025-11-14 09:37:48.677000000
Windows failed to apply the Group Policy Scheduled Tasks settings. Group Policy Scheduled Tasks settings might have its own log file. Please click on the "More information" link.,1085,Microsoft-Windows-GroupPolicy,System,LX1APDS02PV,2025-11-14 04:46:57,System,Warning,2025-11-14 09:37:48.677000000
The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID {2DC39BD2-9CFF-405D-A2FE-D246C976278C} and APPID {DB336D8E-32E5-42B9-B14B-58AAA87CEB06} to the user CARLYLEDC\InvestReportSVCPrd SID (S-1-5-21-1265201269-1862738610-618671499-156609) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ54PV,2025-11-14 23:22:16,System,Error,2025-11-14 09:37:48.677000000
Microsoft Windows Server has detected that NTLM authentication is presently being used between clients and this server. This event occurs once per boot of the server on the first time a client uses NTLM with this server. NTLM is a weaker authentication mechanism. Please check:       Which applications are using NTLM authentication?      Are there configuration issues preventing the use of stronger authentication such as Kerberos authentication?      If NTLM must be supported is Extended Protection configured? Details on how to complete these checks can be found at http://go.microsoft.com/fwlink/?LinkId=225699.,6038,LsaSrv,System,HC1DBSQ70PV,2025-11-14 04:05:33,System,Warning,2025-11-14 09:37:48.677000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,AWSDBSQ62PV,2025-11-14 23:22:44,System,Error,2025-11-14 09:37:48.677000000
The system failed to register host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {69AB720D-5B35-464C-9B40-10863E8408FC}           Host Name : AWSDBSQ51PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.18.128.2           Sent update to server : <?>           IP Address(es) :             10.18.128.216The reason the system could not register these RRs was because the DNS server failed the update request. The most likely cause of this is that the authoritative DNS server required to process this update request has a lock in place on the zone probably because a zone transfer is in progress.You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist contact your DNS server or network systems administrator.,8020,Microsoft-Windows-DNS-Client,System,AWSDBSQ51PV,2025-11-14 21:53:18,System,Warning,2025-11-14 09:37:48.680000000
The browser service was unable to retrieve a list of servers from the browser master \\HC1DBSQ90DV on the network \Device\NetBT_Tcpip_{34E4DDEF-6EBA-4E0F-90F6-1BD3173A3E2B}.  Browser master: \\HC1DBSQ90DV Network: \Device\NetBT_Tcpip_{34E4DDEF-6EBA-4E0F-90F6-1BD3173A3E2B}  This event may be caused by a temporary loss of network connectivity. If this message appears again verify that the server is still connected to the network. The return code is in the Data text box.,8021,BROWSER,System,HC1DBSQ36Pv,2025-11-14 05:03:53,System,Warning,2025-11-14 09:37:48.680000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ57PV,2025-11-14 19:03:02,System,Warning,2025-11-14 09:37:48.680000000
Unable to load user-specified certificate [Cert Hash(sha1) "86A2F4D5991AC61EDD477E9972CCA3D6F72466DF"]. The server will not accept a connection. You should verify that the certificate is correctly installed. See "Configuring Certificate for Use by SSL" in Books Online.,8319,MSSQLSERVER,Application,LX1APDS02PV,2025-11-14 14:08:59,Application,Error,2025-11-14 09:37:48.683000000
The OracleOraClient12Home1_32bitMTSRecoveryService service terminated with the following error: The system could not find the environment option that was entered.,7043,Service Control Manager,System,HC1DBSQ36Pv,2025-11-14 08:21:29,System,Error,2025-11-14 09:37:48.683000000
The certificate received from the remote server does not contain the expected name. It is therefore not possible to determine whether we are connecting to the correct server. The server name we were expecting is lx1apds02pv. The TLS connection request has failed. The attached data contains the server certificate. The SSPI client process is Ssms (PID: 9488).,36884,Schannel,System,LX1APDS02PV,2025-11-14 17:50:42,System,Error,2025-11-14 09:37:48.680000000
The certificate received from the remote server does not contain the expected name. It is therefore not possible to determine whether we are connecting to the correct server. The server name we were expecting is lx1apds01pv. The TLS connection request has failed. The attached data contains the server certificate. The SSPI client process is Ssms (PID: 7760).,36884,Schannel,System,LX1APDS01PV,2025-11-14 17:36:20,System,Error,2025-11-14 09:37:48.680000000
Volume Shadow Copy Service error: Unexpected error calling routine ConvertStringSidToSid(S-1-5-21-515967899-1580436667-839522115-12333.bak).  hr = 0x80070539 The security ID structure is invalid.. Operation:   OnIdentify event   Gathering Writer DataContext:   Execution Context: Shadow Copy Optimization Writer   Writer Class Id: {4dc3bdd4-ab48-4d07-adb0-3bee2926fd7f}   Writer Name: Shadow Copy Optimization Writer   Writer Instance ID: {fdf8c75f-7e9f-4b97-bf4c-3527647a5bb1},8193,VSS,Application,HC1DBSQ64PV,2025-11-14 19:46:34,Application,Error,2025-11-14 09:37:48.683000000
Unable to collect NUMA physical memory utilization data. The first four bytes (DWORD) of the Data section contains the status code.,2017,Microsoft-Windows-PerfOS,Application,HC1DBSQ35PV,2025-11-14 22:25:58,Application,Warning,2025-11-14 09:37:48.683000000
Application 'C:\Windows\System32\wbem\WmiPrvSE.exe' (pid 5596) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ57PV,2025-11-14 22:10:02,Application,Warning,2025-11-14 09:37:48.683000000
The reason supplied by user HC1DBSQ45PV\Administrator for the last unexpected shutdown of this computer is: Other (Unplanned) Reason Code: 0xa000000 Problem ID:  Bugcheck String:  Comment: ,1076,User32,System,HC1DBSQ45PV,2025-11-14 03:18:29,system,Warning,2025-11-14 09:37:48.687000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,HC1DBSQ62PV,2025-11-14 06:15:17,System,Error,2025-11-14 09:37:48.687000000
The server service was unable to recreate the share RITM0292387 because the directory L:\RITM0292387 no longer exists.  Please run "net share RITM0292387 /delete" to delete the share or recreate the directory L:\RITM0292387.,2511,Server,System,AWSDBSQ50PV,2025-11-14 21:00:09,System,Warning,2025-11-14 09:37:48.687000000
Windows has backed up this user profile. Windows will automatically try to use the backup profile the next time this user logs on.,1515,Microsoft-Windows-User Profiles Service,Application,AWSDBSQ51PV,2025-11-14 21:32:06,Application,Error,2025-11-14 09:37:48.687000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService150,Application,HC1DBSQ64PV,2025-11-14 00:45:27,Application,Warning,2025-11-14 09:37:48.690000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService130,Application,HC1DBSQ64PV,2025-11-14 00:45:27,Application,Warning,2025-11-14 09:37:48.690000000
wmiprvse (880D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{6CC33241-B7A3-4A79-ABF7-36AAEA3E1C70}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ62PV,2025-11-14 05:24:04,Application,Warning,2025-11-14 09:37:48.690000000
Unable to start a DCOM Server: Microsoft.Windows.StartMenuExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy!App.AppX61hpp0btbpr7ww8e8y4q7ga99y3mb921.mca as Unavailable/Unavailable. The error:"2147958016"Happened while starting this command:"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:App.AppX53ypgrj20bgndg05hj3tc7z654myszwp.mca,10010,Microsoft-Windows-DistributedCOM,System,LX1APDS02PV,2025-11-14 17:19:59,System,Error,2025-11-14 09:37:48.690000000
SQLVDI: Loc=TriggerAbort. Desc=invoked. ErrorCode=(0). Process=4976. Thread=11664. Server. Instance=MSSQLSERVER. VD=Global\VNBU0-4396-10904-1761476120_SQLVDIMemoryName_0. ,1,SQLVDI,Application,HC1DBSQ70PV,2025-11-14 09:34:26,Application,Error,2025-11-14 09:37:48.690000000
Time Provider NtpClient: No valid response has been received from domain controller HC1DCCG2PV.thecarlylegroup.local after 8 attempts to contact it. This domain controller will be discarded as a time source and NtpClient will attempt to discover a new domain controller from which to synchronize. The error was: The peer is unreachable. ,24,Microsoft-Windows-Time-Service,System,HC1DBSQ60PV,2025-11-14 12:50:32,System,Warning,2025-11-14 09:37:48.690000000
Application: devenv.exeFramework Version: v4.0.30319Description: The process was terminated due to an unhandled exception.Exception Info: System.AccessViolationException   at Microsoft.SqlServer.SqmInteropServices.SqmApi.Increment(Microsoft.SqlServer.SqmInteropServices.HSQMSESSION UInt32 UInt32)   at Microsoft.DataWarehouse.VsIntegration.Shell.Project.FileProjectHierarchy.Load(System.String UInt32 Int32)   at Microsoft.DataWarehouse.VsIntegration.Shell.Service.DataWarehouseProjectManagerService.CreateProject(System.String Int32 Microsoft.DataWarehouse.VsIntegration.Designer.Serialization.DocumentObject Microsoft.DataWarehouse.VsIntegration.Shell.Project.IFileProjectManager System.Guid)   at Microsoft.DataWarehouse.VsIntegration.Shell.Service.DataWarehouseProjectManagerService.CreateProject(System.String System.Guid)   at Microsoft.DataWarehouse.VsIntegration.Shell.PVsProjectFactory.CreateProject(System.String System.String System.String UInt32 System.Guid ByRef IntPtr ByRef Int32 ByRef),1026,.NET Runtime,Application,HC1DBSQ90PV,2025-11-14 03:49:50,Application,Error,2025-11-14 09:37:48.693000000
The SQL Server Agent (MSSQLSERVER) service depends on the SQL Server (MSSQLSERVER) service which failed to start because of the following error: The service has returned a service-specific error code.,7024,Service Control Manager,System,LX1APDS01PV,2025-11-14 14:59:52,System,Error,2025-11-14 09:37:48.707000000
Volume Shadow Copy Service error: Unexpected error calling routine ConvertStringSidToSid(S-1-5-21-515967899-1580436667-839522115-17679.bak).  hr = 0x80070539 The security ID structure is invalid.. Operation:   OnIdentify event   Gathering Writer DataContext:   Execution Context: Shadow Copy Optimization Writer   Writer Class Id: {4dc3bdd4-ab48-4d07-adb0-3bee2926fd7f}   Writer Name: Shadow Copy Optimization Writer   Writer Instance ID: {e654d413-7fe5-4039-8347-f97f2f817854},8193,VSS,Application,AWSDBSQ50PV,2025-11-14 23:40:04,Application,Error,2025-11-14 09:37:48.707000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ60PV,2025-11-14 20:34:45,System,Warning,2025-11-14 09:37:48.710000000
wmiprvse (9316D50) SoftwareUsageMetrics-Prv: Flush map file "C:\Windows\system32\LogFiles\Sum\{523E65E4-D057-44EA-899A-4857156DCD33}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ57PV,2025-11-14 22:42:23,Application,Warning,2025-11-14 09:37:48.730000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,LX1APDS02PV,2025-11-14 12:40:55,Application,Warning,2025-11-14 09:37:48.730000000
Application: ThreatLockerService.exeFramework Version: v4.0.30319Description: The process was terminated due to an unhandled exception.Exception Info: System.Diagnostics.Eventing.Reader.EventLogException   at System.Diagnostics.Eventing.Reader.EventLogException.Throw(Int32)   at System.Diagnostics.Eventing.Reader.NativeWrapper.EvtRenderBufferWithContextSystem(System.Diagnostics.Eventing.Reader.EventLogHandle System.Diagnostics.Eventing.Reader.EventLogHandle EvtRenderFlags SystemProperties Int32)   at System.Diagnostics.Eventing.Reader.EventLogRecord.PrepareSystemData()   at System.Diagnostics.Eventing.Reader.EventLogRecord.get_Id()   at TL.Service.Utilities.WindowsEventLogWatcher.IncomingEventLogRecord(System.Object System.Diagnostics.Eventing.Reader.EventRecordWrittenEventArgs)   at System.Diagnostics.Eventing.Reader.EventLogWatcher.IssueCallback(System.Diagnostics.Eventing.Reader.EventRecordWrittenEventArgs)   at System.Diagnostics.Eventing.Reader.EventLogWatcher.HandleEventsRequestCompletion()   at System.Diagnostics.Eventing.Reader.EventLogWatcher.RequestEvents()   at System.Diagnostics.Eventing.Reader.EventLogWatcher.SubscribedEventsAvailableCallback(System.Object Boolean)   at System.Threading.ExecutionContext.RunInternal(System.Threading.ExecutionContext System.Threading.ContextCallback System.Object Boolean)   at System.Threading.ExecutionContext.Run(System.Threading.ExecutionContext System.Threading.ContextCallback System.Object Boolean)   at System.Threading._ThreadPoolWaitOrTimerCallback.PerformWaitOrTimerCallback(System.Object Boolean),1026,.NET Runtime,Application,HC1DBSQ57PV,2025-11-14 00:48:41,Application,Error,2025-11-14 09:37:48.693000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService130,Application,HC1DBSQ21PV,2025-11-14 08:49:05,Application,Warning,2025-11-14 09:37:48.693000000
Syslog connection failed; fd='1692' server='AF_INET(10.13.87.40:3515)' error='No connection could be made because the target machine actively refused it.\x0d\x0a' time_reopen='60',35,syslog-ng Agent,Application,AWSDBSQ62PV,2025-11-14 00:10:00,Application,Error,2025-11-14 09:37:48.693000000
A fatal error occurred while creating a TLS client credential. The internal error state is 10013.,36871,Schannel,System,HC1DBSQ33PV,2025-11-14 23:09:25,System,Error,2025-11-14 09:37:48.693000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  LDAP/HC1DCRT2PV.TCG.com/TCG.com@TCG.COM  with error code "The attempted logon is invalid. This is either due to a bad username or authentication information. (0xc000006d)". Authentication was denied.,6038,LsaSrv,System,AWSDBSQ50PV,2025-11-14 23:32:44,System,Warning,2025-11-14 09:37:48.697000000
This computer could not authenticate with \\TK1DCCG1P.thecarlylegroup.local a Windows domain controller for domain CARLYLEDC and therefore this computer might deny logon requests. This inability to authenticate might be caused by another computer on the same network using the same name or the password for this computer account is not recognized. If this message appears again contact your system administrator.,5721,NETLOGON,System,HC1DBSQ60PV,2025-11-14 12:58:14,System,Error,2025-11-14 09:37:48.697000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ57PV,2025-11-14 03:21:01,System,Warning,2025-11-14 09:37:48.697000000
The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID {21B896BF-008D-4D01-A27B-26061B960DD7} and APPID {03E09F3B-DCE4-44FE-A9CF-82D050827E1C} to the user TCG\Vkauushik.sqladmin SID (S-1-5-21-515967899-1580436667-839522115-12700) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ60PV1,2025-11-14 15:39:44,System,Warning,2025-11-14 09:37:48.697000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,LX1APDS02PV,2025-11-14 13:49:39,Application,Error,2025-11-14 09:37:48.700000000
Certificate for local system with Thumbprint fd 48 79 59 3d ec 33 72 b4 4c ad ba 81 74 13 09 f6 50 15 52 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ39PV,2025-11-14 21:17:07,Application,Warning,2025-11-14 09:37:48.700000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,HC1DBSQ57PV,2025-11-14 00:09:20,Application,Warning,2025-11-14 09:37:48.700000000
Certificate for local system with Thumbprint 9b 8f 39 be cb bc cd f0 39 fb 26 cb b8 a3 c4 84 dd 2d a6 34 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ21PV,2025-11-14 23:49:13,Application,Warning,2025-11-14 09:37:48.700000000
The driver \Driver\WudfRd failed to load for the device SWD\WPDBUSENUM\{a3e67aa4-9119-11ee-b87a-806e6f6e6963}#0000000000100000.,219,Microsoft-Windows-Kernel-PnP,System,HC1DBSQ45PV,2025-11-14 03:15:29,system,Warning,2025-11-14 09:37:48.700000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService130,Application,HC1DBSQ53PV,2025-11-14 01:11:57,Application,Warning,2025-11-14 09:37:48.703000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ62PV,2025-11-14 06:05:14,System,Warning,2025-11-14 09:37:48.703000000
sqlservr (9348R98) SoftwareUsageMetrics-Api: An attempt to open the file "C:\WINDOWS\system32\LogFiles\Sum\Api.chk" for read / write access failed with system error 5 (0x00000005): "Access is denied. ".  The open file operation will fail with error -1032 (0xfffffbf8).,490,ESENT,Application,LX1APDS02PV,2025-11-14 18:03:22,Application,Error,2025-11-14 09:37:48.703000000
The processing of Group Policy failed. Windows could not authenticate to the Active Directory service on a domain controller. (LDAP Bind function call failed). Look in the details tab for error code and description.,1006,Microsoft-Windows-GroupPolicy,System,LX1APDS02PV,2025-11-14 07:35:14,System,Error,2025-11-14 09:37:48.703000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ62PV,2025-11-14 16:59:48,System,Error,2025-11-14 09:37:48.703000000
